,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
league,season,team,player,,,,,,,,,,,,,,,
INT-World Cup,2022,Ghana,Antoine Semenyo,Ghana,"FW,MF",22,2000,0.2,0,1,0,0.0,4.5,0.0,0.0,,0,0
INT-World Cup,2022,Ghana,Daniel Amartey,Ghana,DF,27,1994,2.8,0,1,0,0.0,0.36,0.0,0.0,,0,0
INT-World Cup,2022,Ghana,Daniel Kyereh,Ghana,"FW,MF",26,1996,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Ghana,Denis Odoi,Ghana,"DF,MF",34,1988,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Ghana,Gideon Mensah,Ghana,DF,23,1998,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Ghana,Iñaki Williams,Ghana,"FW,MF",27,1994,3.0,0,2,0,0.0,0.67,0.0,0.0,,0,0
INT-World Cup,2022,Ghana,Jordan Ayew,Ghana,MF,30,1991,1.5,0,1,1,100.0,0.66,0.66,0.0,0.0,0,0
INT-World Cup,2022,Ghana,Kamaldeen Sulemana,Ghana,"FW,MF",20,2002,0.6,0,1,1,100.0,1.55,1.55,0.0,0.0,0,0
INT-World Cup,2022,Ghana,Lawrence Ati-Zigi,Ghana,GK,25,1996,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Ghana,Mohammed Kudus,Ghana,"MF,FW",21,2000,2.7,2,8,4,50.0,2.91,1.46,0.25,0.5,0,0
INT-World Cup,2022,Ghana,Mohammed Salisu,Ghana,DF,23,1999,3.0,1,2,1,50.0,0.67,0.33,0.5,1.0,0,0
INT-World Cup,2022,Ghana,Osman Bukari,Ghana,"FW,MF",23,1998,0.7,1,3,1,33.3,4.58,1.53,0.33,1.0,0,0
INT-World Cup,2022,Ghana,Salis Abdul Samed,Ghana,MF,22,2000,2.8,0,1,0,0.0,0.36,0.0,0.0,,0,0
INT-World Cup,2022,Ghana,Tariq Lamptey,Ghana,DF,21,2000,1.1,0,1,0,0.0,0.88,0.0,0.0,,0,0
INT-World Cup,2022,Ghana,Thomas Partey,Ghana,MF,29,1993,3.0,0,2,0,0.0,0.67,0.0,0.0,,0,0
INT-World Cup,2022,IR Iran,Abolfazl Jalali,IR Iran,DF,23,1998,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,IR Iran,Ahmad Nourollahi,IR Iran,MF,29,1993,2.5,0,5,1,20.0,2.02,0.4,0.0,0.0,0,0
INT-World Cup,2022,IR Iran,Ali Gholizadeh,IR Iran,"MF,FW",26,1996,2.2,0,1,0,0.0,0.45,0.0,0.0,,0,0
INT-World Cup,2022,IR Iran,Ali Karimi,IR Iran,MF,28,1994,1.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,IR Iran,Alireza Beiranvand,IR Iran,GK,29,1992,1.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,IR Iran,Alireza Jahanbakhsh,IR Iran,MF,28,1993,0.7,0,3,0,0.0,4.58,0.0,0.0,,0,0
INT-World Cup,2022,IR Iran,Ehsan Hajsafi,IR Iran,MF,32,1990,2.6,0,1,0,0.0,0.38,0.0,0.0,,0,0
INT-World Cup,2022,IR Iran,Hossein Hosseini,IR Iran,GK,29,1992,1.8,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,IR Iran,Hossein Kanaanizadegan,IR Iran,DF,28,1994,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,IR Iran,Karim Ansarifard,IR Iran,FW,32,1990,0.4,0,1,0,0.0,2.57,0.0,0.0,,0,0
INT-World Cup,2022,IR Iran,Majid Hosseini,IR Iran,DF,25,1996,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,IR Iran,Mehdi Taremi,IR Iran,"FW,MF",29,1992,3.0,2,6,3,50.0,2.0,1.0,0.17,0.33,1,1
INT-World Cup,2022,IR Iran,Mehdi Torabi,IR Iran,MF,27,1994,0.7,0,2,0,0.0,2.9,0.0,0.0,,0,0
INT-World Cup,2022,IR Iran,Milad Mohammadi,IR Iran,DF,28,1993,2.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,IR Iran,Morteza Pouraliganji,IR Iran,DF,30,1992,3.0,0,2,0,0.0,0.67,0.0,0.0,,0,0
INT-World Cup,2022,IR Iran,Ramin Rezaeian,IR Iran,DF,32,1990,2.0,1,2,1,50.0,1.0,0.5,0.5,1.0,0,0
INT-World Cup,2022,IR Iran,Rouzbeh Cheshmi,IR Iran,DF,28,1993,0.6,1,1,1,100.0,1.55,1.55,1.0,1.0,0,0
INT-World Cup,2022,IR Iran,Sadegh Moharrami,IR Iran,DF,26,1996,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,IR Iran,Saeid Ezatolahi,IR Iran,MF,25,1996,2.4,0,3,1,33.3,1.24,0.41,0.0,0.0,0,0
INT-World Cup,2022,IR Iran,Saman Ghoddos,IR Iran,"FW,MF",28,1993,0.5,0,1,0,0.0,2.0,0.0,0.0,,0,0
INT-World Cup,2022,IR Iran,Sardar Azmoun,IR Iran,FW,27,1995,1.4,0,5,3,60.0,3.57,2.14,0.0,0.0,0,0
INT-World Cup,2022,Japan,Ao Tanaka,Japan,MF,23,1998,1.9,1,1,1,100.0,0.53,0.53,1.0,1.0,0,0
INT-World Cup,2022,Japan,Ayase Ueda,Japan,FW,23,1998,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Japan,Daichi Kamada,Japan,"MF,FW",25,1996,3.6,0,6,1,16.7,1.68,0.28,0.0,0.0,0,0
INT-World Cup,2022,Japan,Daizen Maeda,Japan,FW,24,1997,2.0,1,2,1,50.0,1.0,0.5,0.5,1.0,0,0
INT-World Cup,2022,Japan,Hidemasa Morita,Japan,MF,27,1995,3.2,0,3,1,33.3,0.95,0.32,0.0,0.0,0,0
INT-World Cup,2022,Japan,Hiroki Ito,Japan,DF,23,1999,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Japan,Hiroki Sakai,Japan,DF,32,1990,1.3,0,1,0,0.0,0.76,0.0,0.0,,0,0
INT-World Cup,2022,Japan,Junya Itō,Japan,MF,29,1993,3.6,0,2,1,50.0,0.56,0.28,0.0,0.0,0,0
INT-World Cup,2022,Japan,Kaoru Mitoma,Japan,"FW,MF",25,1997,1.8,0,1,1,100.0,0.55,0.55,0.0,0.0,0,0
INT-World Cup,2022,Japan,Ko Itakura,Japan,DF,25,1997,3.0,0,3,1,33.3,1.0,0.33,0.0,0.0,0,0
INT-World Cup,2022,Japan,Maya Yoshida,Japan,DF,33,1988,4.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Japan,Miki Yamane,Japan,DF,28,1993,0.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Japan,Ritsu Doan,Japan,"MF,FW",23,1998,2.4,2,4,3,75.0,1.66,1.24,0.5,0.67,0,0
INT-World Cup,2022,Japan,Shogo Taniguchi,Japan,DF,30,1991,2.3,0,2,0,0.0,0.86,0.0,0.0,,0,0
INT-World Cup,2022,Japan,Shūichi Gonda,Japan,GK,33,1989,4.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Japan,Takefusa Kubo,Japan,"MF,FW",21,2001,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Japan,Takehiro Tomiyasu,Japan,DF,23,1998,2.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Japan,Takuma Asano,Japan,"FW,MF",27,1994,1.8,1,8,2,25.0,4.36,1.09,0.13,0.5,0,0
INT-World Cup,2022,Japan,Takumi Minamino,Japan,"FW,MF",27,1995,0.7,0,2,1,50.0,3.0,1.5,0.0,0.0,0,0
INT-World Cup,2022,Japan,Wataru Endo,Japan,MF,29,1993,3.4,0,6,1,16.7,1.78,0.3,0.0,0.0,0,0
INT-World Cup,2022,Japan,Yuki Soma,Japan,MF,25,1997,0.9,0,3,0,0.0,3.33,0.0,0.0,,0,0
INT-World Cup,2022,Japan,Yūto Nagatomo,Japan,"MF,DF",35,1986,2.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Korea Republic,Cho Gue-sung,Korea Republic,FW,24,1998,3.1,2,9,5,55.6,2.95,1.64,0.22,0.4,0,0
INT-World Cup,2022,Korea Republic,Cho Yu-min,Korea Republic,DF,25,1996,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Korea Republic,Hong Chul,Korea Republic,"DF,MF",31,1990,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Korea Republic,Hwang Hee-chan,Korea Republic,MF,26,1996,1.3,1,6,5,83.3,4.7,3.91,0.17,0.2,0,0
INT-World Cup,2022,Korea Republic,Hwang In-beom,Korea Republic,MF,25,1996,3.7,0,6,1,16.7,1.62,0.27,0.0,0.0,0,0
INT-World Cup,2022,Korea Republic,Hwang Ui-jo,Korea Republic,FW,29,1992,1.2,0,1,0,0.0,0.85,0.0,0.0,,0,0
INT-World Cup,2022,Korea Republic,Jeong Woo-yeong,Korea Republic,MF,22,1999,0.5,0,1,0,0.0,2.0,0.0,0.0,,0,0
INT-World Cup,2022,Korea Republic,Jung Woo-young,Korea Republic,MF,32,1989,3.4,0,1,0,0.0,0.3,0.0,0.0,,0,0
INT-World Cup,2022,Korea Republic,Kim Jin-su,Korea Republic,DF,30,1992,3.5,0,4,1,25.0,1.14,0.29,0.0,0.0,0,0
INT-World Cup,2022,Korea Republic,Kim Min-jae,Korea Republic,DF,25,1996,3.0,0,2,0,0.0,0.67,0.0,0.0,,0,0
INT-World Cup,2022,Korea Republic,Kim Moon-hwan,Korea Republic,DF,26,1995,4.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Korea Republic,Kim Seung-gyu,Korea Republic,GK,31,1990,4.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Korea Republic,Kim Young-gwon,Korea Republic,DF,32,1990,3.9,1,2,1,50.0,0.51,0.26,0.5,1.0,0,0
INT-World Cup,2022,Korea Republic,Kwon Chang-hoon,Korea Republic,MF,27,1994,0.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Korea Republic,Kwon Kyung-won,Korea Republic,DF,30,1992,1.0,0,1,0,0.0,0.99,0.0,0.0,,0,0
INT-World Cup,2022,Korea Republic,Lee Jae-sung,Korea Republic,"MF,FW",29,1992,2.3,0,1,0,0.0,0.43,0.0,0.0,,0,0
INT-World Cup,2022,Korea Republic,Lee Kang-in,Korea Republic,MF,21,2001,1.6,0,5,1,20.0,3.06,0.61,0.0,0.0,0,0
INT-World Cup,2022,Korea Republic,Na Sang-ho,Korea Republic,MF,25,1996,1.3,0,1,1,100.0,0.76,0.76,0.0,0.0,0,0
INT-World Cup,2022,Korea Republic,Paik Seung-ho,Korea Republic,MF,25,1997,0.3,1,1,1,100.0,3.46,3.46,1.0,1.0,0,0
INT-World Cup,2022,Korea Republic,Son Heung-min,Korea Republic,"MF,FW",29,1992,4.0,0,9,3,33.3,2.25,0.75,0.0,0.0,0,0
INT-World Cup,2022,Korea Republic,Son Jun-ho,Korea Republic,MF,30,1992,0.8,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Mexico,Alexis Vega,Mexico,"FW,MF",24,1997,2.1,0,9,2,22.2,4.2,0.93,0.0,0.0,0,0
INT-World Cup,2022,Mexico,Andrés Guardado,Mexico,MF,35,1986,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Mexico,Charly Rodríguez,Mexico,MF,25,1997,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Mexico,César Montes,Mexico,DF,25,1997,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2022,Mexico,Edson Álvarez,Mexico,MF,24,1997,1.9,0,1,1,100.0,0.51,0.51,0.0,0.0,0,0
INT-World Cup,2022,Mexico,Erick Gutiérrez,Mexico,MF,26,1995,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Mexico,Guillermo Ochoa,Mexico,GK,36,1985,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Mexico,Henry Martín,Mexico,FW,29,1992,1.6,1,4,2,50.0,2.47,1.23,0.25,0.5,0,0
INT-World Cup,2022,Mexico,Hirving Lozano,Mexico,"FW,MF",26,1995,2.8,0,6,3,50.0,2.14,1.07,0.0,0.0,0,0
INT-World Cup,2022,Mexico,Héctor Herrera,Mexico,MF,32,1990,1.8,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Mexico,Héctor Moreno,Mexico,DF,34,1988,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2022,Mexico,Jesús Gallardo,Mexico,DF,27,1994,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2022,Mexico,Jorge Sánchez,Mexico,DF,24,1997,1.9,0,1,1,100.0,0.51,0.51,0.0,0.0,0,0
INT-World Cup,2022,Mexico,Kevin Álvarez,Mexico,DF,23,1999,0.8,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Mexico,Luis Chávez,Mexico,MF,26,1996,3.0,1,10,4,40.0,3.33,1.33,0.1,0.25,0,0
INT-World Cup,2022,Mexico,Néstor Araujo,Mexico,DF,30,1991,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Mexico,Orbelín Pineda,Mexico,MF,26,1996,0.8,0,4,1,25.0,4.74,1.18,0.0,0.0,0,0
INT-World Cup,2022,Mexico,Raúl Jiménez,Mexico,FW,31,1991,0.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Mexico,Roberto Alvarado,Mexico,"FW,MF",23,1998,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Mexico,Rogelio Funes Mori,Mexico,FW,31,1991,0.1,0,1,0,0.0,18.0,0.0,0.0,,0,0
INT-World Cup,2022,Mexico,Uriel Antuna,Mexico,"FW,MF",24,1997,0.9,0,2,2,100.0,2.34,2.34,0.0,0.0,0,0
INT-World Cup,2022,Morocco,Abde Ezzalzouli,Morocco,"FW,MF",20,2001,1.0,0,1,0,0.0,0.97,0.0,0.0,,0,0
INT-World Cup,2022,Morocco,Abdelhamid Sabiri,Morocco,MF,25,1996,2.0,0,4,1,25.0,1.99,0.5,0.0,0.0,0,0
INT-World Cup,2022,Morocco,Abderrazak Hamdallah,Morocco,FW,31,1990,0.8,0,2,2,100.0,2.65,2.65,0.0,0.0,0,0
INT-World Cup,2022,Morocco,Achraf Dari,Morocco,DF,23,1999,2.1,1,1,1,100.0,0.48,0.48,1.0,1.0,0,0
INT-World Cup,2022,Morocco,Achraf Hakimi,Morocco,DF,23,1998,7.0,0,4,1,25.0,0.57,0.14,0.0,0.0,0,0
INT-World Cup,2022,Morocco,Anass Zaroury,Morocco,"FW,MF",21,2000,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Morocco,Azzedine Ounahi,Morocco,MF,22,2000,6.3,0,6,1,16.7,0.95,0.16,0.0,0.0,0,0
INT-World Cup,2022,Morocco,Badr Banoun,Morocco,DF,28,1993,0.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Morocco,Bilal El Khannouss,Morocco,MF,18,2004,0.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Morocco,Hakim Ziyech,Morocco,"FW,MF",29,1993,7.1,1,10,2,20.0,1.42,0.28,0.1,0.5,0,0
INT-World Cup,2022,Morocco,Ilias Chair,Morocco,"FW,MF",24,1997,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Morocco,Jawad El Yamiq,Morocco,DF,30,1992,3.4,0,2,1,50.0,0.58,0.29,0.0,0.0,0,0
INT-World Cup,2022,Morocco,Munir,Morocco,GK,33,1989,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Morocco,Nayef Aguerd,Morocco,DF,26,1996,3.9,0,1,0,0.0,0.25,0.0,0.0,,0,0
INT-World Cup,2022,Morocco,Noussair Mazraoui,Morocco,DF,24,1997,4.1,0,4,2,50.0,0.99,0.49,0.0,0.0,0,0
INT-World Cup,2022,Morocco,Romain Saïss,Morocco,DF,32,1990,5.2,1,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Morocco,Selim Amallah,Morocco,MF,25,1996,4.5,0,2,0,0.0,0.44,0.0,0.0,,0,0
INT-World Cup,2022,Morocco,Sofiane Boufal,Morocco,"FW,MF",28,1993,5.3,0,7,1,14.3,1.33,0.19,0.0,0.0,0,0
INT-World Cup,2022,Morocco,Sofyan Amrabat,Morocco,MF,25,1996,7.3,0,1,0,0.0,0.14,0.0,0.0,,0,0
INT-World Cup,2022,Morocco,Walid Cheddira,Morocco,FW,24,1998,0.7,0,2,1,50.0,2.81,1.41,0.0,0.0,0,0
INT-World Cup,2022,Morocco,Yahya Attiat Allah,Morocco,DF,27,1995,3.5,0,2,0,0.0,0.57,0.0,0.0,,0,0
INT-World Cup,2022,Morocco,Yahya Jabrane,Morocco,MF,30,1991,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Morocco,Yassine Bounou,Morocco,GK,31,1991,6.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Morocco,Youssef En-Nesyri,Morocco,FW,25,1997,6.0,2,9,3,33.3,1.49,0.5,0.22,0.67,0,0
INT-World Cup,2022,Morocco,Zakaria Aboukhlal,Morocco,"FW,MF",22,2000,0.9,1,3,2,66.7,3.42,2.28,0.33,0.5,0,0
INT-World Cup,2022,Netherlands,Andries Noppert,Netherlands,GK,28,1994,5.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Netherlands,Cody Gakpo,Netherlands,"FW,MF",23,1999,5.0,3,5,3,60.0,1.0,0.6,0.6,1.0,0,0
INT-World Cup,2022,Netherlands,Daley Blind,Netherlands,MF,32,1990,4.7,1,5,2,40.0,1.06,0.43,0.2,0.5,0,0
INT-World Cup,2022,Netherlands,Davy Klaassen,Netherlands,MF,29,1993,2.1,1,2,1,50.0,0.95,0.47,0.5,1.0,0,0
INT-World Cup,2022,Netherlands,Denzel Dumfries,Netherlands,MF,26,1996,5.3,1,1,1,100.0,0.19,0.19,1.0,1.0,0,0
INT-World Cup,2022,Netherlands,Frenkie de Jong,Netherlands,MF,25,1997,5.3,1,2,1,50.0,0.38,0.19,0.5,1.0,0,0
INT-World Cup,2022,Netherlands,Jurriën Timber,Netherlands,DF,20,2001,4.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Netherlands,Kenneth Taylor,Netherlands,MF,20,2002,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Netherlands,Luuk de Jong,Netherlands,FW,31,1990,0.6,0,1,0,0.0,1.58,0.0,0.0,,0,0
INT-World Cup,2022,Netherlands,Marten de Roon,Netherlands,MF,31,1991,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Netherlands,Matthijs de Ligt,Netherlands,DF,22,1999,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Netherlands,Memphis,Netherlands,FW,28,1994,3.3,1,10,5,50.0,3.03,1.52,0.1,0.2,0,0
INT-World Cup,2022,Netherlands,Nathan Aké,Netherlands,DF,27,1995,5.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Netherlands,Noa Lang,Netherlands,"FW,MF",22,1999,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Netherlands,Steven Berghuis,Netherlands,MF,30,1991,2.2,0,5,0,0.0,2.25,0.0,0.0,,0,0
INT-World Cup,2022,Netherlands,Steven Bergwijn,Netherlands,FW,24,1997,2.4,0,2,0,0.0,0.85,0.0,0.0,,0,0
INT-World Cup,2022,Netherlands,Teun Koopmeiners,Netherlands,MF,24,1998,2.4,0,2,1,50.0,0.82,0.41,0.0,0.0,0,0
INT-World Cup,2022,Netherlands,Vincent Janssen,Netherlands,FW,27,1994,1.0,0,2,0,0.0,2.09,0.0,0.0,,0,0
INT-World Cup,2022,Netherlands,Virgil van Dijk,Netherlands,DF,30,1991,5.3,0,3,0,0.0,0.56,0.0,0.0,,0,0
INT-World Cup,2022,Netherlands,Wout Weghorst,Netherlands,FW,29,1992,0.7,2,2,2,100.0,2.81,2.81,1.0,1.0,0,0
INT-World Cup,2022,Netherlands,Xavi Simons,Netherlands,"FW,MF",19,2003,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Poland,Arkadiusz Milik,Poland,FW,28,1994,1.1,0,1,0,0.0,0.89,0.0,0.0,,0,0
INT-World Cup,2022,Poland,Artur Jędrzejczyk,Poland,DF,34,1987,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Poland,Bartosz Bereszyński,Poland,DF,29,1992,3.8,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Poland,Damian Szymański,Poland,MF,26,1995,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Poland,Grzegorz Krychowiak,Poland,MF,32,1990,3.7,0,1,0,0.0,0.27,0.0,0.0,,0,0
INT-World Cup,2022,Poland,Jakub Kamiński,Poland,MF,20,2002,2.6,0,4,2,50.0,1.55,0.77,0.0,0.0,0,0
INT-World Cup,2022,Poland,Jakub Kiwior,Poland,DF,22,2000,3.9,0,1,0,0.0,0.25,0.0,0.0,,0,0
INT-World Cup,2022,Poland,Jan Bednarek,Poland,DF,26,1996,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Poland,Kamil Glik,Poland,DF,34,1988,4.0,0,3,0,0.0,0.75,0.0,0.0,,0,0
INT-World Cup,2022,Poland,Kamil Grosicki,Poland,"FW,MF",34,1988,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Poland,Karol Świderski,Poland,MF,25,1997,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Poland,Krystian Bielik,Poland,MF,24,1998,2.4,0,2,0,0.0,0.83,0.0,0.0,,0,0
INT-World Cup,2022,Poland,Krzysztof Piątek,Poland,FW,26,1995,0.3,0,1,0,0.0,3.21,0.0,0.0,,0,0
INT-World Cup,2022,Poland,Matty Cash,Poland,DF,24,1997,4.0,0,1,0,0.0,0.25,0.0,0.0,,0,0
INT-World Cup,2022,Poland,Michał Skóraś,Poland,MF,22,2000,0.5,0,1,0,0.0,2.0,0.0,0.0,,0,0
INT-World Cup,2022,Poland,Nicola Zalewski,Poland,MF,20,2002,0.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Poland,Piotr Zieliński,Poland,MF,28,1994,3.6,1,3,2,66.7,0.82,0.55,0.33,0.5,0,0
INT-World Cup,2022,Poland,Przemysław Frankowski,Poland,MF,27,1995,2.7,0,1,0,0.0,0.37,0.0,0.0,,0,0
INT-World Cup,2022,Poland,Robert Lewandowski,Poland,FW,33,1988,4.0,2,12,4,33.3,3.0,1.0,0.08,0.25,1,2
INT-World Cup,2022,Poland,Sebastian Szymański,Poland,MF,23,1999,1.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Poland,Wojciech Szczęsny,Poland,GK,32,1990,4.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Portugal,André Silva,Portugal,FW,26,1995,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Portugal,António Silva,Portugal,DF,18,2003,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Portugal,Bernardo Silva,Portugal,MF,27,1994,4.0,0,1,0,0.0,0.25,0.0,0.0,,0,0
INT-World Cup,2022,Portugal,Bruno Fernandes,Portugal,FW,27,1994,4.0,2,8,3,37.5,2.02,0.76,0.13,0.33,1,1
INT-World Cup,2022,Portugal,Cristiano Ronaldo,Portugal,FW,37,1985,3.2,1,11,3,27.3,3.41,0.93,0.0,0.0,1,1
INT-World Cup,2022,Portugal,Danilo Pereira,Portugal,DF,30,1991,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Portugal,Diogo Costa,Portugal,GK,22,1999,5.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Portugal,Diogo Dalot,Portugal,DF,23,1999,2.9,0,1,1,100.0,0.35,0.35,0.0,0.0,0,0
INT-World Cup,2022,Portugal,Gonçalo Ramos,Portugal,FW,20,2001,1.7,3,7,5,71.4,4.14,2.96,0.43,0.6,0,0
INT-World Cup,2022,Portugal,João Cancelo,Portugal,DF,28,1994,3.4,0,2,1,50.0,0.58,0.29,0.0,0.0,0,0
INT-World Cup,2022,Portugal,João Félix,Portugal,FW,22,1999,3.7,1,11,3,27.3,2.99,0.82,0.09,0.33,0,0
INT-World Cup,2022,Portugal,João Mário,Portugal,MF,29,1993,0.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Portugal,João Palhinha,Portugal,MF,26,1995,0.4,0,1,0,0.0,2.37,0.0,0.0,,0,0
INT-World Cup,2022,Portugal,Matheus Nunes,Portugal,MF,23,1998,0.8,0,1,0,0.0,1.23,0.0,0.0,,0,0
INT-World Cup,2022,Portugal,Nuno Mendes,Portugal,DF,19,2002,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Portugal,Otávio,Portugal,MF,27,1995,2.2,0,3,2,66.7,1.38,0.92,0.0,0.0,0,0
INT-World Cup,2022,Portugal,Pepe,Portugal,DF,39,1983,4.0,1,3,1,33.3,0.75,0.25,0.33,1.0,0,0
INT-World Cup,2022,Portugal,Rafael Leão,Portugal,"FW,MF",23,1999,1.0,2,5,2,40.0,5.11,2.05,0.4,1.0,0,0
INT-World Cup,2022,Portugal,Raphaël Guerreiro,Portugal,DF,28,1993,3.1,1,3,1,33.3,0.97,0.32,0.33,1.0,0,0
INT-World Cup,2022,Portugal,Ricardo Horta,Portugal,FW,27,1994,1.3,1,3,2,66.7,2.27,1.51,0.33,0.5,0,0
INT-World Cup,2022,Portugal,Rúben Dias,Portugal,DF,25,1997,4.0,0,1,0,0.0,0.25,0.0,0.0,,0,0
INT-World Cup,2022,Portugal,Rúben Neves,Portugal,MF,25,1997,3.0,0,2,0,0.0,0.67,0.0,0.0,,0,0
INT-World Cup,2022,Portugal,Vitinha,Portugal,FW,22,2000,1.3,0,2,2,100.0,1.5,1.5,0.0,0.0,0,0
INT-World Cup,2022,Portugal,William Carvalho,Portugal,MF,30,1992,2.4,0,1,0,0.0,0.42,0.0,0.0,,0,0
INT-World Cup,2022,Qatar,Abdelkarim Hassan,Qatar,DF,28,1993,3.0,0,6,0,0.0,2.0,0.0,0.0,,0,0
INT-World Cup,2022,Qatar,Abdulaziz Hatem,Qatar,MF,32,1990,2.2,0,1,1,100.0,0.46,0.46,0.0,0.0,0,0
INT-World Cup,2022,Qatar,Ahmed Alaaeldin,Qatar,FW,29,1993,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Qatar,Akram Afif,Qatar,FW,25,1996,3.0,0,2,0,0.0,0.67,0.0,0.0,,0,0
INT-World Cup,2022,Qatar,Ali Assadalla,Qatar,"FW,MF",29,1993,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2022,Qatar,Almoez Ali,Qatar,FW,25,1996,2.5,0,3,1,33.3,1.21,0.4,0.0,0.0,0,0
INT-World Cup,2022,Qatar,Assim Madibo,Qatar,MF,25,1996,1.7,0,0,0,,0.0,0.0,,,0,0
